path	type	bytes	sha256	link_target	component	port_status	linux_6_6_replacement	build_policy	notes
src/dal/esw/dal_esw_qos.c	file	197062	08fd4c1cdf5d8237bef430bf5f31388a1dff7d070d4f649a69d74cc9aaf94f46		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
src/dal/esw/dal_esw_rate.c	file	102378	576fb6a2fc74de11a32987777f81dc3d5ed381de877c38f0f9507642dbf85b94		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
src/dal/esw/dal_esw_sec.c	file	22558	a582678d04a9068b95b7c698018eb894f199485d96fd76c29a899a5cf7db42c4		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
src/dal/esw/dal_esw_stat.c	file	47429	1bbd710d4464f0cf42b31aae111bbb8ea711a983ec0cb8b9fc12e30bd8b1611b		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
src/dal/esw/dal_esw_stp.c	file	14863	819debfe7a327885bf214befafe5618aa7f4ae6b37c72f42d80d9b0f702f8a7d		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
src/dal/esw/dal_esw_switch.c	file	51234	2c113434bffc8a1af6fe3fb1125c853da89a91bc311a623023b80ebe278b25f0		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
src/dal/esw/dal_esw_trap.c	file	214218	b58eca064fa781329a56a632351a962efa975ed67ad516fdf01f38c2f31a0f62		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
src/dal/esw/dal_esw_trunk.c	file	45030	ddfaf7125079deaa60fe0848c3c21dce408922e489bf7cbaba16511eb3e79aff		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
src/dal/esw/dal_esw_vlan.c	file	158090	9c8d41fff3d86db8fef6f3c074f8fd24e10276539ba87c4cbcdd9f4c36d5579b		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
src/dal/maple/dal_maple_acl.c	file	304026	a241e90dbcabffcebf7694d92edb50df510bd0924a3ddf9575e64894a27e0a2e		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/maple/dal_maple_diag.c	file	9788	8994db0222a174075937928582c16bedabf845d341e99eb0d08ca6559b98cb90		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/maple/dal_maple_eee.c	file	14580	7df875f9fa2e5d24b5e6ada264cbd76e53b8dca4146977e64eedb8119ded7113		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/maple/dal_maple_flowctrl.c	file	94030	308dde955e42e6f07a3ccf781092ca796ebcf3c2b888cbcd57ed71f512b20820		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/maple/dal_maple_l2.c	file	442774	286cab4b0fbcb210afdb5d7266a89a3c37457cca1681dfa187f9f6a2709dd58a		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/maple/dal_maple_l3.c	file	6900	a88afad52d96f6ff0dced794a8b03091cefbb1e2777e2c3f6db2e5b649e2d1c2		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/maple/dal_maple_led.c	file	24068	0b7922807a483cc1f8a9b7d0b9c82e517eefa27b6bd2ed76b87f362bb8db9f5e		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/maple/dal_maple_mapper.c	file	135746	c2b68696074ef0756068a929b07fe75004be931613b576fdc4d2ed81a9696dca		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/maple/dal_maple_mirror.c	file	35239	686666e8975970080cb5ec00ae293c29b1800de5d5665a858ab9f6650ac2eebf		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/maple/dal_maple_port.c	file	187695	8a51f3b7146d09402d92eac139bab6962b5e73d0a6d234b802561079178bfcb9		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/maple/dal_maple_qos.c	file	150046	168e21983cb74621e3b3047ce2542b5df0328f56348ca5d2540cb9704d2fb2f9		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/maple/dal_maple_rate.c	file	104543	b26b1f774ad45e4548f7a45fc9a44476648e275e4118ff20d1e01e79f9e0adf3		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/maple/dal_maple_sec.c	file	29069	a16927ec1ee78314dcedd4556cb86076420242f5a66604d4ab8398181c77055f		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/maple/dal_maple_stat.c	file	52687	af205836c5edcae8d8dff59291d305d7ca3c1f2c4fff98fd0907cc0b64d4c173		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/maple/dal_maple_stp.c	file	17352	3c298dabf6a27a75fc2e125d3740b35b185e0edd2d67c32d11f528a9bb7a01fd		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/maple/dal_maple_switch.c	file	39272	539a69673ee2687c6b57412a9e193e1f82c2ac36c94eaede568a0a3e58926fa8		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/maple/dal_maple_time.c	file	57222	84e91784128151a1149f990ba62a0210633634b8abc9add1bd6d2f123adfcb44		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/maple/dal_maple_trap.c	file	107628	6b09ce7626dbf5ed72dd231afe4a1baf44fe4edf66d595b488752f219efb9d95		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/maple/dal_maple_trunk.c	file	29250	68547a1222f00c5f83c9dc49234f88c6e2db5e28df5858cf161a711dd978be72		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/maple/dal_maple_vlan.c	file	201182	d48348fddafd276dd344647c2af869c30ea40b052d8928a5c4bc94adc09cc3db		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
src/dal/ssw/dal_ssw_diag.c	file	15898	1bb9db97215eddc34659dff371ce637e75004758b7b0ee649fc75b6b8f2a4821		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/dal/ssw/dal_ssw_dot1x.c	file	31709	86ed249cd1ff0e2f07e910fecbd9a87548be47cd9ea369b75df19f9a8aea7bd1		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/dal/ssw/dal_ssw_eee.c	file	5486	099c04591299462235128fe150cc9ad22667cd7e49a835c1754f745b5a1a1931		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/dal/ssw/dal_ssw_filter.c	file	192513	fa64b32b3389752265903d9b4249ee1ef43f9b737a73ce6c93cd583c8ca2caef		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/dal/ssw/dal_ssw_flowctrl.c	file	49339	a89ad20fbbbd9eec8c923b3afabfc3fa0afe79bf2018ed376720033f7e512744		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/dal/ssw/dal_ssw_l2.c	file	200284	b8a1c992c71346cc27b9a8da19698e20be72dbe951d8334b523afc0482dd0fb8		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/dal/ssw/dal_ssw_led.c	file	8760	d9a35f2d68d5cad2e59fb8ca86264ca739f89625527542b3c44cb306d03cda2b		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/dal/ssw/dal_ssw_mapper.c	file	87425	ab34c9d31ebf618eb54179b55e3e5d2e488b902c75de4ba3da0bfc912d9d74e5		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/dal/ssw/dal_ssw_mirror.c	file	21539	d07dada5470701cd8ccd26fa6c1dafbd51e50242df1f1e9ab1fefda6e9aa95b5		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/dal/ssw/dal_ssw_port.c	file	123050	a92c49b3a1f881a7b0a4b1782dbfcb3473a0f98309cbdce060da4797253cffc7		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/dal/ssw/dal_ssw_qos.c	file	85978	f5a7c8fe12c66b190702d7c22e61d9af267eeaab17f63b5ecf91f081529f6fc6		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/dal/ssw/dal_ssw_rate.c	file	53837	6b107214fb738d81757ffe1622c7a8414eabce295c6c8cf6af27057ed252f05c		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/dal/ssw/dal_ssw_stat.c	file	30209	0bdc41dcc87618029d55b868a9cbc7a017597844abfbdb0cde4189917b1aa3c4		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/dal/ssw/dal_ssw_stp.c	file	16349	beb5870d5224c9fb38e9d7305aff9028e430061df4bb6dc4158a70b632e1db6d		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/dal/ssw/dal_ssw_svlan.c	file	44001	5ddbf16c11ced9ce6bc0a07261c60e82385d3be2b7655cd676d73c78ce9fb5c0		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/dal/ssw/dal_ssw_switch.c	file	14643	2a2029539b6e6c904719ccd868c18f768efd5c1d68e2ea1584f0fbfc430e0af1		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/dal/ssw/dal_ssw_time.c	file	24270	bbb4d00fe115471264d81f015b71e3d0b6e9cc1b53309439e852d16da14a2b21		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/dal/ssw/dal_ssw_trap.c	file	34416	9c24e096637f1aedc52ea89e0e0059b09bf3438169f127140ea4de4e8ee1e737		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/dal/ssw/dal_ssw_trunk.c	file	55024	81fe59b435c2c4c7fbe4b590d32a83f2f3c4e49cb882d764bc734be4e82c2b38		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/dal/ssw/dal_ssw_vlan.c	file	63451	5e5076e32fc2c97c90a311b043a02d4bd4aeb3106694874d604e892e34fcc1ff		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/hal/chipdef/chip.c	file	72140	1df90a29662031d24d180cccca4bb609ba1483c58d6978e69407c1805f55288a		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
src/hal/chipdef/cypress/chip_rtl8390.c	file	129268	bcb0a22b2d6eb82d03ee15ac6835936b8401375be15f0040fea77dce2a4bf9e6		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
src/hal/chipdef/cypress/rtk_cypress_regField_list.c	file	1175168	96a022fb584d2e8ddf2de6e410b7bf1653c63f3c003a7ffb72ada50570c95743		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
src/hal/chipdef/cypress/rtk_cypress_reg_list.c	file	300567	7e5b01f104cbd2f2578681589514e9f0d94aa918e14fcfe09aaa37c7cf4adb3a		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
src/hal/chipdef/cypress/rtk_cypress_tableField_list.c	file	50928	8da29af5abea9e90d03c5b42e3790e9f6a7919055a7a3620d21f65b2a3cf6093		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
src/hal/chipdef/cypress/rtk_cypress_table_list.c	file	11205	a7743481522a47322b88f23aa40b66214c6287c37f78be8489a593fc3ecafeec		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
src/hal/chipdef/driver.c	file	2346	5ab5d70e5249c3c97d500777a519fbbaa8a4a595b332750fa9ecd92c9c785095		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
src/hal/chipdef/esw/chip_rtl8328.c	file	196645	6b9eb6df5f67532397ca16bc3cd0fcc48d11055600c5c403ede27bad86242cd5		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
src/hal/chipdef/esw/rtk_esw_regField_list.c	file	1116287	d0a94a0959669e587c05c056a90d27532bd0cbfb5bd90bdfc8b2a01092a6af68		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
src/hal/chipdef/esw/rtk_esw_reg_list.c	file	846423	e20fafab3a1cdc9810dc9f575d62b79fc3fd883ee60b879ddc9ed145d96ccc4d		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
src/hal/chipdef/esw/rtk_esw_tableField_list.c	file	17436	ff0b3016d917aa063111d992fb865d4fc5958b7b118bd5672a063d75f43b6597		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
src/hal/chipdef/esw/rtk_esw_table_list.c	file	8836	fb1c3866d8910f99f36268d87d49d512a85d1069cc2e5c78858fd3afe3fab5c1		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
src/hal/chipdef/maple/chip_rtl8380.c	file	346672	e51ded1e5d9c33d369a33e10928527fb609d9d6af6657e178181717753517f52		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
src/hal/chipdef/maple/rtk_maple_regField_list.c	file	978028	0763ef42558a776edfd04d89fefdfe237e551ccf64ed7eed75ec5faa5394ec52		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
src/hal/chipdef/maple/rtk_maple_reg_list.c	file	885912	cb1fa2fe1ea97f9ef96d3e9d6b34def0781c0589eb8076ceb355dac92030e681		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
src/hal/chipdef/maple/rtk_maple_tableField_list.c	file	24717	45134b6474a5453b8a608f3c1c37fd209707addfec243cd6e00ef06f67a2282d		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
src/hal/chipdef/maple/rtk_maple_table_list.c	file	7681	572ef265eabfd7ccb2c075ce7ba46328a319e0730c66c495a444294d1c58f673		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
src/hal/chipdef/ssw/chip_rtl8389.c	file	274751	d2615f8a1936e0a01e08db9a3f36b77a0e9bb9214ac4c1ff7dd4bea7a4eb1db6		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/hal/chipdef/ssw/rtk_ssw_regField_list.c	file	1071849	236b61daa0aab49d7eec824742f48c675aee4090abfd4287ede7d0e076c7806e		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/hal/chipdef/ssw/rtk_ssw_reg_list.c	file	1192815	07fd3bd7ef68c341db6667311f72a3a9ea4c8589c6555df799cb7e1c5e953500		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/hal/chipdef/ssw/rtk_ssw_tableField_list.c	file	11580	0bcf80180b072c93939441ad288769b37f34eb8efff494bd0d60c95006159a5c		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/hal/chipdef/ssw/rtk_ssw_table_list.c	file	3292	7cef8c42677c8d00e311c5159efd300573ae62773870739c8a0d1a588c5b6573		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/hal/common/halctrl.c	file	4273	1130e10641ff33dc2404490f8d48ad1504a8a2a96ef3a35061beb8a5d4f060c2		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
src/hal/common/miim.c	file	83636	7395829cfa9e6eb3aa81164f2f47d0146357df50e28d26ae9958c7c5bcb8a15e		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
src/hal/mac/drv.c	file	228655	06b860bed67f1ec8c8f282b2f9384891fc3fd7e1851ae58b09fcd0cbf86cd225		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
src/hal/mac/mac_debug.c	file	266448	b4e275c41206d72d2ce489049c2286e8b57485e4986223c936f594854fe8c794		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
src/hal/mac/mac_probe.c	file	14606	73b3a8adc15203b0b6b8ac8b1627b30573364f23fbae0634d512e537b66a1da5		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
src/hal/mac/mem.c	file	18582	d985a64d96dd161b42fb80549013482ea266a4436277ff3ebfc221b267e188bf		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
src/hal/mac/reg.c	file	52417	bb2b7e65e23e175773d51be142669ad38abf95fc2d34f8774f525f4215dcbad7		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
src/hal/phy/identify.c	file	50314	51563603d2ba175ba21444e1028a6ebe7b9593957dcf8c47c63538deb5a1104f		RTL83xx switch PHY/SerDes	native-integrated-needs-hardware-validation	REALTEK_SOC_PHY (rtl83xx-phy.c)	native-only	Native phylib driver includes RTL8214/RTL8218 and RTL8380/RTL8390 SerDes paths.
src/hal/phy/phy_8201.c	file	10519	ee0b39da7d22351d5d9197cfbe7ac1422af43eb132e0acbbe9d1e6865ad1205d		RTL8201 PHY	generic-kernel-replacement-needs-hardware-validation	upstream Realtek PHY/generic PHY support	native-only	Basic PHY support is delegated to Linux phylib; SDK-private behavior is not preserved as an ABI.
src/hal/phy/phy_8208.c	file	52829	76c0184a0cfbc4981c3b124e57197053eb1809b583f41736e189ee084db8fe52		RTL8208/RTL8212 multiport PHY	legacy-phy-gap-retained	No exact verified Linux 6.6 implementation in this tree	not-built	Generic clause-22 probing may expose basic links, but SDK-specific initialization is not claimed ported.
src/hal/phy/phy_8208_patch.c	file	6497	20422e0c996e46c1c4c2997b1b43c14fbfcbf86334b9071d9b1588fca03e0610		RTL8208/RTL8212 multiport PHY	legacy-phy-gap-retained	No exact verified Linux 6.6 implementation in this tree	not-built	Generic clause-22 probing may expose basic links, but SDK-specific initialization is not claimed ported.
src/hal/phy/phy_8212f.c	file	55535	35333c04231e8db0f641ee02e19aec051810c014cad43bc3305df81b0c282fff		RTL8208/RTL8212 multiport PHY	legacy-phy-gap-retained	No exact verified Linux 6.6 implementation in this tree	not-built	Generic clause-22 probing may expose basic links, but SDK-specific initialization is not claimed ported.
src/hal/phy/phy_8214f.c	file	48699	41c0c5e6a662571d30a0be61fd91a8daca7f5c75bfc8ee6f83f2109243d2816c		RTL83xx switch PHY/SerDes	native-integrated-needs-hardware-validation	REALTEK_SOC_PHY (rtl83xx-phy.c)	native-only	Native phylib driver includes RTL8214/RTL8218 and RTL8380/RTL8390 SerDes paths.
src/hal/phy/phy_8214fb.c	file	155013	1da660e21b9b37d876b11c86cfecc0aab2459898912a1e3c0b04ff36f5f2b3dc		RTL83xx switch PHY/SerDes	native-integrated-needs-hardware-validation	REALTEK_SOC_PHY (rtl83xx-phy.c)	native-only	Native phylib driver includes RTL8214/RTL8218 and RTL8380/RTL8390 SerDes paths.
src/hal/phy/phy_8214fb_patch.c	file	3422	60a3fd751e5d95b9a48d858707e64449518d64fb27cd78b317cfc4e30bccd253		RTL83xx switch PHY/SerDes	native-integrated-needs-hardware-validation	REALTEK_SOC_PHY (rtl83xx-phy.c)	native-only	Native phylib driver includes RTL8214/RTL8218 and RTL8380/RTL8390 SerDes paths.
src/hal/phy/phy_8218.c	file	104776	db9a1979e05b80675fdf735f9db9d4c8cd694f96601536d9265ae3f18972bf60		RTL83xx switch PHY/SerDes	native-integrated-needs-hardware-validation	REALTEK_SOC_PHY (rtl83xx-phy.c)	native-only	Native phylib driver includes RTL8214/RTL8218 and RTL8380/RTL8390 SerDes paths.
